Time	Y	YDOT	YDOUBLEDOT	NC	LOS	LOSdot
2.83385,	1460.07,	100.03,	-218.482,	218.482,	0.0591951,	0.0136551
2.83405,	1460.09,	99.9864,	-218.468,	218.468,	0.0591978,	0.0136543
2.83425,	1460.11,	99.9427,	-218.454,	218.454,	0.0592006,	0.0136534
2.83445,	1460.13,	99.899,	-218.44,	218.44,	0.0592033,	0.0136525
2.83465,	1460.15,	99.8553,	-218.426,	218.426,	0.059206,	0.0136516
2.83485,	1460.17,	99.8116,	-218.412,	218.412,	0.0592088,	0.0136507
2.83505,	1460.19,	99.7679,	-218.397,	218.397,	0.0592115,	0.0136498
2.83525,	1460.21,	99.7242,	-218.383,	218.383,	0.0592142,	0.013649
2.83545,	1460.23,	99.6806,	-218.369,	218.369,	0.059217,	0.0136481
2.83565,	1460.25,	99.6369,	-218.355,	218.355,	0.0592197,	0.0136472
2.83585,	1460.27,	99.5932,	-218.341,	218.341,	0.0592224,	0.0136463
2.83605,	1460.29,	99.5495,	-218.327,	218.327,	0.0592251,	0.0136454
2.83625,	1460.31,	99.5059,	-218.312,	218.312,	0.0592279,	0.0136445
2.83645,	1460.33,	99.4622,	-218.298,	218.298,	0.0592306,	0.0136436
2.83665,	1460.35,	99.4186,	-218.284,	218.284,	0.0592333,	0.0136428
2.83685,	1460.37,	99.3749,	-218.27,	218.27,	0.0592361,	0.0136419
2.83705,	1460.39,	99.3312,	-218.256,	218.256,	0.0592388,	0.013641
2.83725,	1460.41,	99.2876,	-218.242,	218.242,	0.0592415,	0.0136401
2.83745,	1460.43,	99.2439,	-218.227,	218.227,	0.0592443,	0.0136392
2.83765,	1460.45,	99.2003,	-218.213,	218.213,	0.059247,	0.0136383
2.83785,	1460.47,	99.1567,	-218.199,	218.199,	0.0592497,	0.0136374
2.83805,	1460.49,	99.113,	-218.185,	218.185,	0.0592524,	0.0136366
2.83825,	1460.51,	99.0694,	-218.171,	218.171,	0.0592552,	0.0136357
2.83845,	1460.53,	99.0257,	-218.157,	218.157,	0.0592579,	0.0136348
2.83865,	1460.55,	98.9821,	-218.142,	218.142,	0.0592606,	0.0136339
2.83885,	1460.57,	98.9385,	-218.128,	218.128,	0.0592633,	0.013633
2.83905,	1460.59,	98.8949,	-218.114,	218.114,	0.0592661,	0.0136321
2.83925,	1460.61,	98.8512,	-218.1,	218.1,	0.0592688,	0.0136312
2.83945,	1460.63,	98.8076,	-218.086,	218.086,	0.0592715,	0.0136304
2.83965,	1460.65,	98.764,	-218.072,	218.072,	0.0592742,	0.0136295
2.83985,	1460.67,	98.7204,	-218.057,	218.057,	0.059277,	0.0136286
2.84005,	1460.69,	98.6768,	-218.043,	218.043,	0.0592797,	0.0136277
2.84025,	1460.71,	98.6332,	-218.029,	218.029,	0.0592824,	0.0136268
2.84045,	1460.73,	98.5896,	-218.015,	218.015,	0.0592852,	0.0136259
2.84065,	1460.75,	98.546,	-218.001,	218.001,	0.0592879,	0.0136251
2.84085,	1460.77,	98.5024,	-217.987,	217.987,	0.0592906,	0.0136242
2.84105,	1460.79,	98.4588,	-217.973,	217.973,	0.0592933,	0.0136233
2.84125,	1460.81,	98.4152,	-217.958,	217.958,	0.059296,	0.0136224
2.84145,	1460.83,	98.3716,	-217.944,	217.944,	0.0592988,	0.0136215
2.84165,	1460.85,	98.328,	-217.93,	217.93,	0.0593015,	0.0136206
2.84185,	1460.87,	98.2844,	-217.916,	217.916,	0.0593042,	0.0136197
2.84205,	1460.89,	98.2408,	-217.902,	217.902,	0.0593069,	0.0136189
2.84225,	1460.91,	98.1972,	-217.888,	217.888,	0.0593097,	0.013618
2.84245,	1460.93,	98.1537,	-217.873,	217.873,	0.0593124,	0.0136171
2.84265,	1460.95,	98.1101,	-217.859,	217.859,	0.0593151,	0.0136162
2.84285,	1460.97,	98.0665,	-217.845,	217.845,	0.0593178,	0.0136153
2.84305,	1460.99,	98.0229,	-217.831,	217.831,	0.0593206,	0.0136144
2.84325,	1461.01,	97.9794,	-217.817,	217.817,	0.0593233,	0.0136136
2.84345,	1461.02,	97.9358,	-217.803,	217.803,	0.059326,	0.0136127
2.84365,	1461.04,	97.8923,	-217.788,	217.788,	0.0593287,	0.0136118
2.84385,	1461.06,	97.8487,	-217.774,	217.774,	0.0593315,	0.0136109
2.84405,	1461.08,	97.8051,	-217.76,	217.76,	0.0593342,	0.01361
2.84425,	1461.1,	97.7616,	-217.746,	217.746,	0.0593369,	0.0136091
2.84445,	1461.12,	97.718,	-217.732,	217.732,	0.0593396,	0.0136082
2.84465,	1461.14,	97.6745,	-217.718,	217.718,	0.0593423,	0.0136074
2.84485,	1461.16,	97.631,	-217.704,	217.704,	0.0593451,	0.0136065
2.84505,	1461.18,	97.5874,	-217.69,	217.69,	0.0593478,	0.0136056
2.84525,	1461.2,	97.5439,	-217.675,	217.675,	0.0593505,	0.0136047
2.84545,	1461.22,	97.5003,	-217.661,	217.661,	0.0593532,	0.0136038
2.84565,	1461.24,	97.4568,	-217.647,	217.647,	0.059356,	0.0136029
2.84585,	1461.26,	97.4133,	-217.633,	217.633,	0.0593587,	0.0136021
2.84605,	1461.28,	97.3698,	-217.619,	217.619,	0.0593614,	0.0136012
2.84625,	1461.3,	97.3262,	-217.605,	217.605,	0.0593641,	0.0136003
2.84645,	1461.32,	97.2827,	-217.59,	217.59,	0.0593668,	0.0135994
2.84665,	1461.34,	97.2392,	-217.576,	217.576,	0.0593696,	0.0135985
2.84685,	1461.36,	97.1957,	-217.562,	217.562,	0.0593723,	0.0135976
2.84705,	1461.38,	97.1522,	-217.548,	217.548,	0.059375,	0.0135968
2.84725,	1461.4,	97.1087,	-217.534,	217.534,	0.0593777,	0.0135959
2.84745,	1461.41,	97.0651,	-217.52,	217.52,	0.0593804,	0.013595
2.84765,	1461.43,	97.0216,	-217.506,	217.506,	0.0593831,	0.0135941
2.84785,	1461.45,	96.9781,	-217.491,	217.491,	0.0593859,	0.0135932
2.84805,	1461.47,	96.9346,	-217.477,	217.477,	0.0593886,	0.0135923
2.84825,	1461.49,	96.8911,	-217.463,	217.463,	0.0593913,	0.0135915
2.84845,	1461.51,	96.8476,	-217.449,	217.449,	0.059394,	0.0135906
2.84865,	1461.53,	96.8042,	-217.435,	217.435,	0.0593967,	0.0135897
2.84885,	1461.55,	96.7607,	-217.421,	217.421,	0.0593995,	0.0135888
2.84905,	1461.57,	96.7172,	-217.407,	217.407,	0.0594022,	0.0135879
2.84925,	1461.59,	96.6737,	-217.393,	217.393,	0.0594049,	0.013587
2.84945,	1461.61,	96.6302,	-217.378,	217.378,	0.0594076,	0.0135861
2.84965,	1461.63,	96.5868,	-217.364,	217.364,	0.0594103,	0.0135853
2.84985,	1461.65,	96.5433,	-217.35,	217.35,	0.059413,	0.0135844
2.85005,	1461.67,	96.4998,	-217.336,	217.336,	0.0594158,	0.0135835
2.85025,	1461.69,	96.4563,	-217.322,	217.322,	0.0594185,	0.0135826
2.85045,	1461.7,	96.4129,	-217.308,	217.308,	0.0594212,	0.0135817
2.85065,	1461.72,	96.3694,	-217.294,	217.294,	0.0594239,	0.0135808
2.85085,	1461.74,	96.326,	-217.279,	217.279,	0.0594266,	0.01358
2.85105,	1461.76,	96.2825,	-217.265,	217.265,	0.0594293,	0.0135791
2.85125,	1461.78,	96.2391,	-217.251,	217.251,	0.0594321,	0.0135782
2.85145,	1461.8,	96.1956,	-217.237,	217.237,	0.0594348,	0.0135773
2.85165,	1461.82,	96.1522,	-217.223,	217.223,	0.0594375,	0.0135764
2.85185,	1461.84,	96.1087,	-217.209,	217.209,	0.0594402,	0.0135756
2.85205,	1461.86,	96.0653,	-217.195,	217.195,	0.0594429,	0.0135747
2.85225,	1461.88,	96.0218,	-217.181,	217.181,	0.0594456,	0.0135738
2.85245,	1461.9,	95.9784,	-217.166,	217.166,	0.0594484,	0.0135729
2.85265,	1461.92,	95.935,	-217.152,	217.152,	0.0594511,	0.013572
2.85285,	1461.94,	95.8915,	-217.138,	217.138,	0.0594538,	0.0135711
2.85305,	1461.95,	95.8481,	-217.124,	217.124,	0.0594565,	0.0135703
2.85325,	1461.97,	95.8047,	-217.11,	217.11,	0.0594592,	0.0135694
2.85345,	1461.99,	95.7613,	-217.096,	217.096,	0.0594619,	0.0135685
2.85365,	1462.01,	95.7178,	-217.082,	217.082,	0.0594646,	0.0135676
2.85385,	1462.03,	95.6744,	-217.068,	217.068,	0.0594674,	0.0135667
2.85405,	1462.05,	95.631,	-217.053,	217.053,	0.0594701,	0.0135658
2.85425,	1462.07,	95.5876,	-217.039,	217.039,	0.0594728,	0.013565
2.85445,	1462.09,	95.5442,	-217.025,	217.025,	0.0594755,	0.0135641
2.85465,	1462.11,	95.5008,	-217.011,	217.011,	0.0594782,	0.0135632
2.85485,	1462.13,	95.4574,	-216.997,	216.997,	0.0594809,	0.0135623
2.85505,	1462.15,	95.414,	-216.983,	216.983,	0.0594836,	0.0135614
2.85525,	1462.17,	95.3706,	-216.969,	216.969,	0.0594863,	0.0135605
2.85545,	1462.18,	95.3272,	-216.954,	216.954,	0.0594891,	0.0135597
2.85565,	1462.2,	95.2838,	-216.94,	216.94,	0.0594918,	0.0135588
2.85585,	1462.22,	95.2404,	-216.926,	216.926,	0.0594945,	0.0135579
2.85605,	1462.24,	95.197,	-216.912,	216.912,	0.0594972,	0.013557
2.85625,	1462.26,	95.1536,	-216.898,	216.898,	0.0594999,	0.0135561
2.85645,	1462.28,	95.1103,	-216.884,	216.884,	0.0595026,	0.0135552
2.85665,	1462.3,	95.0669,	-216.87,	216.87,	0.0595053,	0.0135544
2.85685,	1462.32,	95.0235,	-216.856,	216.856,	0.059508,	0.0135535
2.85705,	1462.34,	94.9801,	-216.842,	216.842,	0.0595108,	0.0135526
2.85725,	1462.36,	94.9368,	-216.827,	216.827,	0.0595135,	0.0135517
2.85745,	1462.37,	94.8934,	-216.813,	216.813,	0.0595162,	0.0135508
2.85765,	1462.39,	94.85,	-216.799,	216.799,	0.0595189,	0.0135499
2.85785,	1462.41,	94.8067,	-216.785,	216.785,	0.0595216,	0.0135491
2.85805,	1462.43,	94.7633,	-216.771,	216.771,	0.0595243,	0.0135482
2.85825,	1462.45,	94.72,	-216.757,	216.757,	0.059527,	0.0135473
2.85845,	1462.47,	94.6766,	-216.743,	216.743,	0.0595297,	0.0135464
2.85865,	1462.49,	94.6333,	-216.729,	216.729,	0.0595324,	0.0135455
2.85885,	1462.51,	94.5899,	-216.714,	216.714,	0.0595351,	0.0135447
2.85905,	1462.53,	94.5466,	-216.7,	216.7,	0.0595378,	0.0135438
2.85925,	1462.54,	94.5032,	-216.686,	216.686,	0.0595406,	0.0135429
2.85945,	1462.56,	94.4599,	-216.672,	216.672,	0.0595433,	0.013542
2.85965,	1462.58,	94.4166,	-216.658,	216.658,	0.059546,	0.0135411
2.85985,	1462.6,	94.3732,	-216.644,	216.644,	0.0595487,	0.0135402
2.86005,	1462.62,	94.3299,	-216.63,	216.63,	0.0595514,	0.0135394
2.86025,	1462.64,	94.2866,	-216.616,	216.616,	0.0595541,	0.0135385
2.86045,	1462.66,	94.2433,	-216.602,	216.602,	0.0595568,	0.0135376
2.86065,	1462.68,	94.1999,	-216.587,	216.587,	0.0595595,	0.0135367
2.86085,	1462.7,	94.1566,	-216.573,	216.573,	0.0595622,	0.0135358
2.86105,	1462.71,	94.1133,	-216.559,	216.559,	0.0595649,	0.013535
2.86125,	1462.73,	94.07,	-216.545,	216.545,	0.0595676,	0.0135341
2.86145,	1462.75,	94.0267,	-216.531,	216.531,	0.0595703,	0.0135332
2.86165,	1462.77,	93.9834,	-216.517,	216.517,	0.059573,	0.0135323
2.86185,	1462.79,	93.9401,	-216.503,	216.503,	0.0595757,	0.0135314
2.86205,	1462.81,	93.8968,	-216.489,	216.489,	0.0595785,	0.0135305
2.86225,	1462.83,	93.8535,	-216.475,	216.475,	0.0595812,	0.0135297
2.86245,	1462.85,	93.8102,	-216.461,	216.461,	0.0595839,	0.0135288
2.86265,	1462.86,	93.7669,	-216.446,	216.446,	0.0595866,	0.0135279
2.86285,	1462.88,	93.7236,	-216.432,	216.432,	0.0595893,	0.013527
2.86305,	1462.9,	93.6803,	-216.418,	216.418,	0.059592,	0.0135261
2.86325,	1462.92,	93.637,	-216.404,	216.404,	0.0595947,	0.0135253
2.86345,	1462.94,	93.5938,	-216.39,	216.39,	0.0595974,	0.0135244
2.86365,	1462.96,	93.5505,	-216.376,	216.376,	0.0596001,	0.0135235
2.86385,	1462.98,	93.5072,	-216.362,	216.362,	0.0596028,	0.0135226
2.86405,	1463,	93.4639,	-216.348,	216.348,	0.0596055,	0.0135217
2.86425,	1463.01,	93.4207,	-216.334,	216.334,	0.0596082,	0.0135208
2.86445,	1463.03,	93.3774,	-216.319,	216.319,	0.0596109,	0.01352
2.86465,	1463.05,	93.3341,	-216.305,	216.305,	0.0596136,	0.0135191
2.86485,	1463.07,	93.2909,	-216.291,	216.291,	0.0596163,	0.0135182
2.86505,	1463.09,	93.2476,	-216.277,	216.277,	0.059619,	0.0135173
2.86525,	1463.11,	93.2044,	-216.263,	216.263,	0.0596217,	0.0135164
2.86545,	1463.13,	93.1611,	-216.249,	216.249,	0.0596244,	0.0135156
2.86565,	1463.15,	93.1179,	-216.235,	216.235,	0.0596271,	0.0135147
2.86585,	1463.16,	93.0746,	-216.221,	216.221,	0.0596298,	0.0135138
2.86605,	1463.18,	93.0314,	-216.207,	216.207,	0.0596325,	0.0135129
2.86625,	1463.2,	92.9881,	-216.193,	216.193,	0.0596352,	0.013512
2.86645,	1463.22,	92.9449,	-216.178,	216.178,	0.059638,	0.0135112
2.86665,	1463.24,	92.9016,	-216.164,	216.164,	0.0596406,	0.0135103
2.86685,	1463.26,	92.8584,	-216.15,	216.15,	0.0596433,	0.0135094
2.86705,	1463.27,	92.8152,	-216.136,	216.136,	0.0596461,	0.0135085
2.86725,	1463.29,	92.772,	-216.122,	216.122,	0.0596488,	0.0135076
2.86745,	1463.31,	92.7287,	-216.108,	216.108,	0.0596515,	0.0135067
2.86765,	1463.33,	92.6855,	-216.094,	216.094,	0.0596542,	0.0135059
2.86785,	1463.35,	92.6423,	-216.08,	216.08,	0.0596569,	0.013505
2.86805,	1463.37,	92.5991,	-216.066,	216.066,	0.0596596,	0.0135041
2.86825,	1463.39,	92.5559,	-216.052,	216.052,	0.0596623,	0.0135032
2.86845,	1463.4,	92.5126,	-216.038,	216.038,	0.059665,	0.0135023
2.86865,	1463.42,	92.4694,	-216.023,	216.023,	0.0596677,	0.0135015
2.86885,	1463.44,	92.4262,	-216.009,	216.009,	0.0596704,	0.0135006
2.86905,	1463.46,	92.383,	-215.995,	215.995,	0.0596731,	0.0134997
2.86925,	1463.48,	92.3398,	-215.981,	215.981,	0.0596758,	0.0134988
2.86945,	1463.5,	92.2966,	-215.967,	215.967,	0.0596785,	0.0134979
2.86965,	1463.52,	92.2534,	-215.953,	215.953,	0.0596812,	0.0134971
2.86985,	1463.53,	92.2103,	-215.939,	215.939,	0.0596839,	0.0134962
2.87005,	1463.55,	92.1671,	-215.925,	215.925,	0.0596866,	0.0134953
2.87025,	1463.57,	92.1239,	-215.911,	215.911,	0.0596893,	0.0134944
2.87045,	1463.59,	92.0807,	-215.897,	215.897,	0.059692,	0.0134935
2.87065,	1463.61,	92.0375,	-215.883,	215.883,	0.0596947,	0.0134927
2.87085,	1463.63,	91.9943,	-215.868,	215.868,	0.0596974,	0.0134918
2.87105,	1463.64,	91.9512,	-215.854,	215.854,	0.0597001,	0.0134909
2.87125,	1463.66,	91.908,	-215.84,	215.84,	0.0597028,	0.01349
2.87145,	1463.68,	91.8648,	-215.826,	215.826,	0.0597055,	0.0134891
2.87165,	1463.7,	91.8217,	-215.812,	215.812,	0.0597082,	0.0134883
2.87185,	1463.72,	91.7785,	-215.798,	215.798,	0.0597109,	0.0134874
2.87205,	1463.74,	91.7354,	-215.784,	215.784,	0.0597135,	0.0134865
2.87225,	1463.75,	91.6922,	-215.77,	215.77,	0.0597162,	0.0134856
2.87245,	1463.77,	91.649,	-215.756,	215.756,	0.0597189,	0.0134847
2.87265,	1463.79,	91.6059,	-215.742,	215.742,	0.0597216,	0.0134839
2.87285,	1463.81,	91.5627,	-215.728,	215.728,	0.0597243,	0.013483
2.87305,	1463.83,	91.5196,	-215.714,	215.714,	0.059727,	0.0134821
2.87325,	1463.85,	91.4764,	-215.699,	215.699,	0.0597297,	0.0134812
2.87345,	1463.86,	91.4333,	-215.685,	215.685,	0.0597324,	0.0134803
2.87365,	1463.88,	91.3902,	-215.671,	215.671,	0.0597351,	0.0134795
2.87385,	1463.9,	91.347,	-215.657,	215.657,	0.0597378,	0.0134786
2.87405,	1463.92,	91.3039,	-215.643,	215.643,	0.0597405,	0.0134777
2.87425,	1463.94,	91.2608,	-215.629,	215.629,	0.0597432,	0.0134768
2.87445,	1463.96,	91.2177,	-215.615,	215.615,	0.0597459,	0.0134759
2.87465,	1463.97,	91.1745,	-215.601,	215.601,	0.0597486,	0.0134751
2.87485,	1463.99,	91.1314,	-215.587,	215.587,	0.0597513,	0.0134742
2.87505,	1464.01,	91.0883,	-215.573,	215.573,	0.059754,	0.0134733
2.87525,	1464.03,	91.0452,	-215.559,	215.559,	0.0597567,	0.0134724
2.87545,	1464.05,	91.0021,	-215.545,	215.545,	0.0597594,	0.0134715
2.87565,	1464.07,	90.959,	-215.53,	215.53,	0.0597621,	0.0134707
2.87585,	1464.08,	90.9159,	-215.516,	215.516,	0.0597648,	0.0134698
2.87605,	1464.1,	90.8727,	-215.502,	215.502,	0.0597675,	0.0134689
2.87625,	1464.12,	90.8297,	-215.488,	215.488,	0.0597702,	0.013468
2.87645,	1464.14,	90.7866,	-215.474,	215.474,	0.0597728,	0.0134671
2.87665,	1464.16,	90.7435,	-215.46,	215.46,	0.0597755,	0.0134663
2.87685,	1464.17,	90.7004,	-215.446,	215.446,	0.0597782,	0.0134654
2.87705,	1464.19,	90.6573,	-215.432,	215.432,	0.0597809,	0.0134645
2.87725,	1464.21,	90.6142,	-215.418,	215.418,	0.0597836,	0.0134636
2.87745,	1464.23,	90.5711,	-215.404,	215.404,	0.0597863,	0.0134627
2.87765,	1464.25,	90.528,	-215.39,	215.39,	0.059789,	0.0134619
2.87785,	1464.26,	90.4849,	-215.376,	215.376,	0.0597917,	0.013461
2.87805,	1464.28,	90.4419,	-215.362,	215.362,	0.0597944,	0.0134601
2.87825,	1464.3,	90.3988,	-215.348,	215.348,	0.0597971,	0.0134592
2.87845,	1464.32,	90.3557,	-215.333,	215.333,	0.0597998,	0.0134583
2.87865,	1464.34,	90.3127,	-215.319,	215.319,	0.0598025,	0.0134575
2.87885,	1464.35,	90.2696,	-215.305,	215.305,	0.0598052,	0.0134566
2.87905,	1464.37,	90.2265,	-215.291,	215.291,	0.0598079,	0.0134557
2.87925,	1464.39,	90.1835,	-215.277,	215.277,	0.0598105,	0.0134548
2.87945,	1464.41,	90.1404,	-215.263,	215.263,	0.0598132,	0.0134539
2.87965,	1464.43,	90.0974,	-215.249,	215.249,	0.0598159,	0.0134531
2.87985,	1464.45,	90.0543,	-215.235,	215.235,	0.0598186,	0.0134522
2.88005,	1464.46,	90.0113,	-215.221,	215.221,	0.0598213,	0.0134513
2.88025,	1464.48,	89.9682,	-215.207,	215.207,	0.059824,	0.0134504
2.88045,	1464.5,	89.9252,	-215.193,	215.193,	0.0598267,	0.0134495
2.88065,	1464.52,	89.8821,	-215.179,	215.179,	0.0598294,	0.0134487
2.88085,	1464.54,	89.8391,	-215.165,	215.165,	0.0598321,	0.0134478
2.88105,	1464.55,	89.7961,	-215.151,	215.151,	0.0598348,	0.0134469
2.88125,	1464.57,	89.7531,	-215.137,	215.137,	0.0598374,	0.013446
2.88145,	1464.59,	89.71,	-215.123,	215.123,	0.0598401,	0.0134452
2.88165,	1464.61,	89.667,	-215.108,	215.108,	0.0598428,	0.0134443
2.88185,	1464.62,	89.624,	-215.094,	215.094,	0.0598455,	0.0134434
2.88205,	1464.64,	89.581,	-215.08,	215.08,	0.0598482,	0.0134425
2.88225,	1464.66,	89.5379,	-215.066,	215.066,	0.0598509,	0.0134416
2.88245,	1464.68,	89.4949,	-215.052,	215.052,	0.0598536,	0.0134408
2.88265,	1464.7,	89.4519,	-215.038,	215.038,	0.0598563,	0.0134399
2.88285,	1464.71,	89.4089,	-215.024,	215.024,	0.059859,	0.013439
2.88305,	1464.73,	89.3659,	-215.01,	215.01,	0.0598616,	0.0134381
2.88325,	1464.75,	89.3229,	-214.996,	214.996,	0.0598643,	0.0134372
2.88345,	1464.77,	89.2799,	-214.982,	214.982,	0.059867,	0.0134364
2.88365,	1464.79,	89.2369,	-214.968,	214.968,	0.0598697,	0.0134355
2.88385,	1464.8,	89.1939,	-214.954,	214.954,	0.0598724,	0.0134346
2.88405,	1464.82,	89.1509,	-214.94,	214.94,	0.0598751,	0.0134337
2.88425,	1464.84,	89.1079,	-214.926,	214.926,	0.0598778,	0.0134329
2.88445,	1464.86,	89.0649,	-214.912,	214.912,	0.0598805,	0.013432
2.88465,	1464.87,	89.022,	-214.898,	214.898,	0.0598831,	0.0134311
2.88485,	1464.89,	88.979,	-214.884,	214.884,	0.0598858,	0.0134302
2.88505,	1464.91,	88.936,	-214.869,	214.869,	0.0598885,	0.0134293
2.88525,	1464.93,	88.893,	-214.855,	214.855,	0.0598912,	0.0134285
2.88545,	1464.95,	88.8501,	-214.841,	214.841,	0.0598939,	0.0134276
2.88565,	1464.96,	88.8071,	-214.827,	214.827,	0.0598966,	0.0134267
2.88585,	1464.98,	88.7641,	-214.813,	214.813,	0.0598993,	0.0134258
2.88605,	1465,	88.7212,	-214.799,	214.799,	0.0599019,	0.0134249
2.88625,	1465.02,	88.6782,	-214.785,	214.785,	0.0599046,	0.0134241
2.88645,	1465.03,	88.6353,	-214.771,	214.771,	0.0599073,	0.0134232
2.88665,	1465.05,	88.5923,	-214.757,	214.757,	0.05991,	0.0134223
2.88685,	1465.07,	88.5493,	-214.743,	214.743,	0.0599127,	0.0134214
2.88705,	1465.09,	88.5064,	-214.729,	214.729,	0.0599154,	0.0134206
2.88725,	1465.11,	88.4635,	-214.715,	214.715,	0.059918,	0.0134197
2.88745,	1465.12,	88.4205,	-214.701,	214.701,	0.0599207,	0.0134188
2.88765,	1465.14,	88.3776,	-214.687,	214.687,	0.0599234,	0.0134179
2.88785,	1465.16,	88.3346,	-214.673,	214.673,	0.0599261,	0.013417
2.88805,	1465.18,	88.2917,	-214.659,	214.659,	0.0599288,	0.0134162
2.88825,	1465.19,	88.2488,	-214.645,	214.645,	0.0599315,	0.0134153
2.88845,	1465.21,	88.2058,	-214.631,	214.631,	0.0599342,	0.0134144
2.88865,	1465.23,	88.1629,	-214.617,	214.617,	0.0599368,	0.0134135
2.88885,	1465.25,	88.12,	-214.603,	214.603,	0.0599395,	0.0134127
2.88905,	1465.26,	88.0771,	-214.588,	214.588,	0.0599422,	0.0134118
2.88925,	1465.28,	88.0341,	-214.574,	214.574,	0.0599449,	0.0134109
2.88945,	1465.3,	87.9912,	-214.56,	214.56,	0.0599476,	0.01341
2.88965,	1465.32,	87.9483,	-214.546,	214.546,	0.0599502,	0.0134091
2.88985,	1465.33,	87.9054,	-214.532,	214.532,	0.0599529,	0.0134083
2.89005,	1465.35,	87.8625,	-214.518,	214.518,	0.0599556,	0.0134074
2.89025,	1465.37,	87.8196,	-214.504,	214.504,	0.0599583,	0.0134065
2.89045,	1465.39,	87.7767,	-214.49,	214.49,	0.059961,	0.0134056
2.89065,	1465.41,	87.7338,	-214.476,	214.476,	0.0599637,	0.0134048
2.89085,	1465.42,	87.6909,	-214.462,	214.462,	0.0599663,	0.0134039
2.89105,	1465.44,	87.648,	-214.448,	214.448,	0.059969,	0.013403
2.89125,	1465.46,	87.6051,	-214.434,	214.434,	0.0599717,	0.0134021
2.89145,	1465.48,	87.5622,	-214.42,	214.42,	0.0599744,	0.0134012
2.89165,	1465.49,	87.5194,	-214.406,	214.406,	0.0599771,	0.0134004
2.89186,	1465.51,	87.4765,	-214.392,	214.392,	0.0599797,	0.0133995
2.89206,	1465.53,	87.4336,	-214.378,	214.378,	0.0599824,	0.0133986
2.89226,	1465.55,	87.3907,	-214.364,	214.364,	0.0599851,	0.0133977
2.89246,	1465.56,	87.3478,	-214.35,	214.35,	0.0599878,	0.0133969
2.89266,	1465.58,	87.305,	-214.336,	214.336,	0.0599905,	0.013396
2.89286,	1465.6,	87.2621,	-214.322,	214.322,	0.0599931,	0.0133951
2.89306,	1465.61,	87.2192,	-214.308,	214.308,	0.0599958,	0.0133942
2.89326,	1465.63,	87.1764,	-214.294,	214.294,	0.0599985,	0.0133934
2.89346,	1465.65,	87.1335,	-214.28,	214.28,	0.0600012,	0.0133925
2.89366,	1465.67,	87.0907,	-214.266,	214.266,	0.0600039,	0.0133916
2.89386,	1465.68,	87.0478,	-214.252,	214.252,	0.0600065,	0.0133907
2.89406,	1465.7,	87.005,	-214.237,	214.237,	0.0600092,	0.0133898
2.89426,	1465.72,	86.9621,	-214.223,	214.223,	0.0600119,	0.013389
2.89446,	1465.74,	86.9193,	-214.209,	214.209,	0.0600146,	0.0133881
2.89466,	1465.75,	86.8764,	-214.195,	214.195,	0.0600172,	0.0133872
2.89486,	1465.77,	86.8336,	-214.181,	214.181,	0.0600199,	0.0133863
2.89506,	1465.79,	86.7908,	-214.167,	214.167,	0.0600226,	0.0133855
2.89526,	1465.81,	86.7479,	-214.153,	214.153,	0.0600253,	0.0133846
2.89546,	1465.82,	86.7051,	-214.139,	214.139,	0.0600279,	0.0133837
2.89566,	1465.84,	86.6623,	-214.125,	214.125,	0.0600306,	0.0133828
2.89586,	1465.86,	86.6194,	-214.111,	214.111,	0.0600333,	0.0133819
2.89606,	1465.88,	86.5766,	-214.097,	214.097,	0.060036,	0.0133811
2.89626,	1465.89,	86.5338,	-214.083,	214.083,	0.0600387,	0.0133802
2.89646,	1465.91,	86.491,	-214.069,	214.069,	0.0600413,	0.0133793
2.89666,	1465.93,	86.4482,	-214.055,	214.055,	0.060044,	0.0133784
2.89686,	1465.94,	86.4054,	-214.041,	214.041,	0.0600467,	0.0133776
2.89706,	1465.96,	86.3625,	-214.027,	214.027,	0.0600494,	0.0133767
2.89726,	1465.98,	86.3197,	-214.013,	214.013,	0.060052,	0.0133758
2.89746,	1466,	86.2769,	-213.999,	213.999,	0.0600547,	0.0133749
2.89766,	1466.01,	86.2341,	-213.985,	213.985,	0.0600574,	0.0133741
2.89786,	1466.03,	86.1913,	-213.971,	213.971,	0.0600601,	0.0133732
2.89806,	1466.05,	86.1486,	-213.957,	213.957,	0.0600627,	0.0133723
2.89826,	1466.07,	86.1058,	-213.943,	213.943,	0.0600654,	0.0133714
2.89846,	1466.08,	86.063,	-213.929,	213.929,	0.0600681,	0.0133706
2.89866,	1466.1,	86.0202,	-213.915,	213.915,	0.0600708,	0.0133697
2.89886,	1466.12,	85.9774,	-213.901,	213.901,	0.0600734,	0.0133688
2.89906,	1466.13,	85.9346,	-213.887,	213.887,	0.0600761,	0.0133679
2.89926,	1466.15,	85.8918,	-213.873,	213.873,	0.0600788,	0.013367
2.89946,	1466.17,	85.8491,	-213.859,	213.859,	0.0600815,	0.0133662
2.89966,	1466.19,	85.8063,	-213.845,	213.845,	0.0600841,	0.0133653
2.89986,	1466.2,	85.7635,	-213.831,	213.831,	0.0600868,	0.0133644
2.90006,	1466.22,	85.7208,	-213.817,	213.817,	0.0600895,	0.0133635
2.90026,	1466.24,	85.678,	-213.803,	213.803,	0.0600921,	0.0133627
2.90046,	1466.25,	85.6352,	-213.789,	213.789,	0.0600948,	0.0133618
2.90066,	1466.27,	85.5925,	-213.775,	213.775,	0.0600975,	0.0133609
