Time	Y	YDOT	YDOUBLEDOT	NC	LOS	LOSdot
8.21082,	274.873,	-347.482,	-3.67615,	3.67615,	0.0870518,	0.000229759
8.21102,	274.803,	-347.482,	-3.67488,	3.67488,	0.0870519,	0.00022968
8.21122,	274.734,	-347.483,	-3.6738,	3.6738,	0.0870519,	0.000229613
8.21142,	274.664,	-347.484,	-3.67253,	3.67253,	0.087052,	0.000229533
8.21162,	274.595,	-347.485,	-3.67126,	3.67126,	0.0870521,	0.000229453
8.21182,	274.525,	-347.485,	-3.67018,	3.67018,	0.0870522,	0.000229386
8.21202,	274.456,	-347.486,	-3.6689,	3.6689,	0.0870522,	0.000229306
8.21222,	274.386,	-347.487,	-3.66781,	3.66781,	0.0870523,	0.000229238
8.21242,	274.317,	-347.487,	-3.66653,	3.66653,	0.0870524,	0.000229158
8.21262,	274.247,	-347.488,	-3.66544,	3.66544,	0.0870525,	0.00022909
8.21282,	274.178,	-347.489,	-3.66416,	3.66416,	0.0870526,	0.00022901
8.21302,	274.109,	-347.49,	-3.66307,	3.66307,	0.0870526,	0.000228942
8.21322,	274.039,	-347.49,	-3.66178,	3.66178,	0.0870527,	0.000228861
8.21342,	273.97,	-347.491,	-3.66069,	3.66069,	0.0870528,	0.000228793
8.21362,	273.9,	-347.492,	-3.65939,	3.65939,	0.0870529,	0.000228712
8.21382,	273.831,	-347.493,	-3.6583,	3.6583,	0.0870529,	0.000228644
8.21402,	273.761,	-347.493,	-3.657,	3.657,	0.087053,	0.000228563
8.21422,	273.692,	-347.494,	-3.6559,	3.6559,	0.0870531,	0.000228494
8.21442,	273.622,	-347.495,	-3.6548,	3.6548,	0.0870532,	0.000228425
8.21462,	273.553,	-347.496,	-3.6535,	3.6535,	0.0870533,	0.000228344
8.21482,	273.483,	-347.496,	-3.65239,	3.65239,	0.0870534,	0.000228275
8.21502,	273.414,	-347.497,	-3.65109,	3.65109,	0.0870534,	0.000228193
8.21522,	273.344,	-347.498,	-3.64998,	3.64998,	0.0870535,	0.000228124
8.21542,	273.275,	-347.498,	-3.64887,	3.64887,	0.0870536,	0.000228054
8.21562,	273.205,	-347.499,	-3.64756,	3.64756,	0.0870537,	0.000227973
8.21582,	273.136,	-347.5,	-3.64645,	3.64645,	0.0870537,	0.000227903
8.21602,	273.066,	-347.501,	-3.64513,	3.64513,	0.0870538,	0.000227821
8.21622,	272.997,	-347.501,	-3.64402,	3.64402,	0.0870539,	0.000227751
8.21642,	272.927,	-347.502,	-3.6429,	3.6429,	0.087054,	0.000227681
8.21662,	272.858,	-347.503,	-3.64158,	3.64158,	0.0870541,	0.000227599
8.21682,	272.788,	-347.504,	-3.64046,	3.64046,	0.0870541,	0.000227529
8.21702,	272.719,	-347.504,	-3.63934,	3.63934,	0.0870542,	0.000227459
8.21722,	272.649,	-347.505,	-3.63821,	3.63821,	0.0870543,	0.000227388
8.21742,	272.58,	-347.506,	-3.63689,	3.63689,	0.0870544,	0.000227305
8.21762,	272.51,	-347.507,	-3.63576,	3.63576,	0.0870545,	0.000227235
8.21782,	272.441,	-347.507,	-3.63463,	3.63463,	0.0870545,	0.000227164
8.21803,	272.371,	-347.508,	-3.6333,	3.6333,	0.0870546,	0.000227081
8.21823,	272.302,	-347.509,	-3.63216,	3.63216,	0.0870547,	0.00022701
8.21843,	272.232,	-347.509,	-3.63103,	3.63103,	0.0870548,	0.000226939
8.21863,	272.163,	-347.51,	-3.62989,	3.62989,	0.0870549,	0.000226868
8.21883,	272.093,	-347.511,	-3.62876,	3.62876,	0.0870549,	0.000226797
8.21903,	272.024,	-347.512,	-3.62742,	3.62742,	0.087055,	0.000226713
8.21923,	271.954,	-347.512,	-3.62627,	3.62627,	0.0870551,	0.000226642
8.21943,	271.885,	-347.513,	-3.62513,	3.62513,	0.0870552,	0.000226571
8.21963,	271.815,	-347.514,	-3.62399,	3.62399,	0.0870553,	0.000226499
8.21983,	271.746,	-347.515,	-3.62284,	3.62284,	0.0870553,	0.000226427
8.22003,	271.676,	-347.515,	-3.62149,	3.62149,	0.0870554,	0.000226343
8.22023,	271.607,	-347.516,	-3.62034,	3.62034,	0.0870555,	0.000226271
8.22043,	271.537,	-347.517,	-3.61919,	3.61919,	0.0870556,	0.000226199
8.22063,	271.468,	-347.518,	-3.61804,	3.61804,	0.0870557,	0.000226127
8.22083,	271.398,	-347.518,	-3.61688,	3.61688,	0.0870557,	0.000226055
8.22103,	271.329,	-347.519,	-3.61552,	3.61552,	0.0870558,	0.00022597
8.22123,	271.259,	-347.52,	-3.61417,	3.61417,	0.0870559,	0.000225885
8.22143,	271.19,	-347.52,	-3.6128,	3.6128,	0.087056,	0.0002258
8.22163,	271.12,	-347.521,	-3.61124,	3.61124,	0.087056,	0.000225702
8.22183,	271.051,	-347.522,	-3.60987,	3.60987,	0.0870561,	0.000225617
8.22203,	270.981,	-347.523,	-3.60851,	3.60851,	0.0870562,	0.000225532
8.22223,	270.912,	-347.523,	-3.60714,	3.60714,	0.0870562,	0.000225446
8.22243,	270.842,	-347.524,	-3.60577,	3.60577,	0.0870563,	0.000225361
8.22263,	270.773,	-347.525,	-3.6044,	3.6044,	0.0870564,	0.000225275
8.22283,	270.703,	-347.526,	-3.60302,	3.60302,	0.0870565,	0.000225189
8.22303,	270.634,	-347.526,	-3.60164,	3.60164,	0.0870565,	0.000225103
8.22323,	270.564,	-347.527,	-3.60027,	3.60027,	0.0870566,	0.000225017
8.22343,	270.495,	-347.528,	-3.59889,	3.59889,	0.0870567,	0.00022493
8.22363,	270.425,	-347.529,	-3.5975,	3.5975,	0.0870567,	0.000224844
8.22383,	270.356,	-347.529,	-3.59612,	3.59612,	0.0870568,	0.000224757
8.22403,	270.286,	-347.53,	-3.59473,	3.59473,	0.0870569,	0.000224671
8.22423,	270.217,	-347.531,	-3.59335,	3.59335,	0.0870569,	0.000224584
8.22443,	270.147,	-347.531,	-3.59196,	3.59196,	0.087057,	0.000224497
8.22463,	270.078,	-347.532,	-3.59056,	3.59056,	0.0870571,	0.00022441
8.22483,	270.008,	-347.533,	-3.58917,	3.58917,	0.0870572,	0.000224323
8.22503,	269.939,	-347.534,	-3.58798,	3.58798,	0.0870572,	0.000224249
8.22523,	269.869,	-347.534,	-3.58658,	3.58658,	0.0870573,	0.000224161
8.22544,	269.8,	-347.535,	-3.58518,	3.58518,	0.0870574,	0.000224074
8.22564,	269.73,	-347.536,	-3.58398,	3.58398,	0.0870574,	0.000223999
8.22584,	269.66,	-347.536,	-3.58278,	3.58278,	0.0870575,	0.000223924
8.22604,	269.591,	-347.537,	-3.58138,	3.58138,	0.0870576,	0.000223836
8.22624,	269.521,	-347.538,	-3.58018,	3.58018,	0.0870577,	0.000223761
8.22644,	269.452,	-347.539,	-3.57897,	3.57897,	0.0870577,	0.000223686
8.22664,	269.382,	-347.539,	-3.57776,	3.57776,	0.0870578,	0.00022361
8.22684,	269.313,	-347.54,	-3.57656,	3.57656,	0.0870579,	0.000223535
8.22704,	269.243,	-347.541,	-3.57535,	3.57535,	0.0870579,	0.000223459
8.22724,	269.174,	-347.541,	-3.57414,	3.57414,	0.087058,	0.000223383
8.22744,	269.104,	-347.542,	-3.57292,	3.57292,	0.0870581,	0.000223308
8.22764,	269.035,	-347.543,	-3.57171,	3.57171,	0.0870582,	0.000223232
8.22784,	268.965,	-347.544,	-3.57049,	3.57049,	0.0870582,	0.000223156
8.22804,	268.896,	-347.544,	-3.56927,	3.56927,	0.0870583,	0.000223079
8.22824,	268.826,	-347.545,	-3.56805,	3.56805,	0.0870584,	0.000223003
8.22844,	268.757,	-347.546,	-3.56683,	3.56683,	0.0870585,	0.000222927
8.22864,	268.687,	-347.546,	-3.56561,	3.56561,	0.0870585,	0.00022285
8.22884,	268.618,	-347.547,	-3.56438,	3.56438,	0.0870586,	0.000222774
8.22904,	268.548,	-347.548,	-3.56315,	3.56315,	0.0870587,	0.000222697
8.22924,	268.479,	-347.548,	-3.56192,	3.56192,	0.0870587,	0.00022262
8.22944,	268.409,	-347.549,	-3.56069,	3.56069,	0.0870588,	0.000222543
8.22964,	268.34,	-347.55,	-3.55946,	3.55946,	0.0870589,	0.000222466
8.22984,	268.27,	-347.551,	-3.55822,	3.55822,	0.087059,	0.000222389
8.23004,	268.201,	-347.551,	-3.55699,	3.55699,	0.087059,	0.000222312
8.23024,	268.131,	-347.552,	-3.55575,	3.55575,	0.0870591,	0.000222234
8.23044,	268.062,	-347.553,	-3.55472,	3.55472,	0.0870592,	0.00022217
8.23064,	267.992,	-347.553,	-3.55348,	3.55348,	0.0870592,	0.000222092
8.23084,	267.923,	-347.554,	-3.55223,	3.55223,	0.0870593,	0.000222015
8.23104,	267.853,	-347.555,	-3.55099,	3.55099,	0.0870594,	0.000221937
8.23124,	267.783,	-347.555,	-3.54974,	3.54974,	0.0870595,	0.000221859
8.23144,	267.714,	-347.556,	-3.54849,	3.54849,	0.0870595,	0.000221781
8.23164,	267.644,	-347.557,	-3.54724,	3.54724,	0.0870596,	0.000221703
8.23184,	267.575,	-347.558,	-3.5462,	3.5462,	0.0870597,	0.000221637
8.23204,	267.505,	-347.558,	-3.54494,	3.54494,	0.0870598,	0.000221559
8.23224,	267.436,	-347.559,	-3.54369,	3.54369,	0.0870598,	0.00022148
8.23244,	267.366,	-347.56,	-3.54243,	3.54243,	0.0870599,	0.000221402
8.23265,	267.297,	-347.56,	-3.54117,	3.54117,	0.08706,	0.000221323
8.23285,	267.227,	-347.561,	-3.54012,	3.54012,	0.08706,	0.000221257
8.23305,	267.158,	-347.562,	-3.53885,	3.53885,	0.0870601,	0.000221178
8.23325,	267.088,	-347.562,	-3.53759,	3.53759,	0.0870602,	0.000221099
8.23345,	267.019,	-347.563,	-3.53632,	3.53632,	0.0870603,	0.00022102
8.23365,	266.949,	-347.564,	-3.53526,	3.53526,	0.0870603,	0.000220954
8.23385,	266.88,	-347.565,	-3.53399,	3.53399,	0.0870604,	0.000220875
8.23405,	266.81,	-347.565,	-3.53272,	3.53272,	0.0870605,	0.000220795
8.23425,	266.741,	-347.566,	-3.53145,	3.53145,	0.0870606,	0.000220716
8.23445,	266.671,	-347.567,	-3.53038,	3.53038,	0.0870606,	0.000220649
8.23465,	266.602,	-347.567,	-3.52911,	3.52911,	0.0870607,	0.000220569
8.23485,	266.532,	-347.568,	-3.52783,	3.52783,	0.0870608,	0.000220489
8.23505,	266.463,	-347.569,	-3.52675,	3.52675,	0.0870609,	0.000220422
8.23525,	266.393,	-347.569,	-3.52547,	3.52547,	0.0870609,	0.000220342
8.23545,	266.324,	-347.57,	-3.52419,	3.52419,	0.087061,	0.000220262
8.23565,	266.254,	-347.571,	-3.52311,	3.52311,	0.0870611,	0.000220194
8.23585,	266.185,	-347.572,	-3.52182,	3.52182,	0.0870611,	0.000220114
8.23605,	266.115,	-347.572,	-3.52053,	3.52053,	0.0870612,	0.000220033
8.23625,	266.046,	-347.573,	-3.51945,	3.51945,	0.0870613,	0.000219966
8.23645,	265.976,	-347.574,	-3.51816,	3.51816,	0.0870614,	0.000219885
8.23665,	265.906,	-347.574,	-3.51686,	3.51686,	0.0870614,	0.000219804
8.23685,	265.837,	-347.575,	-3.51578,	3.51578,	0.0870615,	0.000219736
8.23705,	265.767,	-347.576,	-3.51448,	3.51448,	0.0870616,	0.000219655
8.23725,	265.698,	-347.577,	-3.51339,	3.51339,	0.0870617,	0.000219587
8.23745,	265.628,	-347.577,	-3.51209,	3.51209,	0.0870617,	0.000219505
8.23765,	265.559,	-347.578,	-3.51099,	3.51099,	0.0870618,	0.000219437
8.23785,	265.489,	-347.579,	-3.50969,	3.50969,	0.0870619,	0.000219355
8.23805,	265.42,	-347.579,	-3.50838,	3.50838,	0.087062,	0.000219274
8.23825,	265.35,	-347.58,	-3.50728,	3.50728,	0.087062,	0.000219205
8.23845,	265.281,	-347.581,	-3.50597,	3.50597,	0.0870621,	0.000219123
8.23865,	265.211,	-347.581,	-3.50487,	3.50487,	0.0870622,	0.000219054
8.23885,	265.142,	-347.582,	-3.50355,	3.50355,	0.0870623,	0.000218972
8.23905,	265.072,	-347.583,	-3.50245,	3.50245,	0.0870623,	0.000218903
8.23925,	265.003,	-347.584,	-3.50113,	3.50113,	0.0870624,	0.00021882
8.23945,	264.933,	-347.584,	-3.50002,	3.50002,	0.0870625,	0.000218751
8.23965,	264.864,	-347.585,	-3.4987,	3.4987,	0.0870625,	0.000218669
8.23985,	264.794,	-347.586,	-3.49758,	3.49758,	0.0870626,	0.000218599
8.24006,	264.725,	-347.586,	-3.49626,	3.49626,	0.0870627,	0.000218516
8.24026,	264.655,	-347.587,	-3.49514,	3.49514,	0.0870628,	0.000218446
8.24046,	264.586,	-347.588,	-3.49402,	3.49402,	0.0870628,	0.000218377
8.24066,	264.516,	-347.588,	-3.49269,	3.49269,	0.0870629,	0.000218293
8.24086,	264.447,	-347.589,	-3.49157,	3.49157,	0.087063,	0.000218223
8.24106,	264.377,	-347.59,	-3.49024,	3.49024,	0.0870631,	0.00021814
8.24126,	264.308,	-347.591,	-3.48911,	3.48911,	0.0870631,	0.00021807
8.24146,	264.238,	-347.591,	-3.48799,	3.48799,	0.0870632,	0.000217999
8.24166,	264.168,	-347.592,	-3.48665,	3.48665,	0.0870633,	0.000217915
8.24186,	264.099,	-347.593,	-3.48552,	3.48552,	0.0870634,	0.000217845
8.24206,	264.029,	-347.593,	-3.48417,	3.48417,	0.0870634,	0.000217761
8.24226,	263.96,	-347.594,	-3.48304,	3.48304,	0.0870635,	0.00021769
8.24246,	263.89,	-347.595,	-3.4819,	3.4819,	0.0870636,	0.000217619
8.24266,	263.821,	-347.595,	-3.48055,	3.48055,	0.0870637,	0.000217535
8.24286,	263.751,	-347.596,	-3.47942,	3.47942,	0.0870637,	0.000217464
8.24306,	263.682,	-347.597,	-3.47828,	3.47828,	0.0870638,	0.000217392
8.24326,	263.612,	-347.598,	-3.47692,	3.47692,	0.0870639,	0.000217308
8.24346,	263.543,	-347.598,	-3.47578,	3.47578,	0.087064,	0.000217236
8.24366,	263.473,	-347.599,	-3.47463,	3.47463,	0.087064,	0.000217165
8.24386,	263.404,	-347.6,	-3.47349,	3.47349,	0.0870641,	0.000217093
8.24406,	263.334,	-347.6,	-3.47212,	3.47212,	0.0870642,	0.000217008
8.24426,	263.265,	-347.601,	-3.47097,	3.47097,	0.0870643,	0.000216936
8.24446,	263.195,	-347.602,	-3.46982,	3.46982,	0.0870643,	0.000216864
8.24466,	263.126,	-347.602,	-3.46867,	3.46867,	0.0870644,	0.000216792
8.24486,	263.056,	-347.603,	-3.4673,	3.4673,	0.0870645,	0.000216706
8.24506,	262.987,	-347.604,	-3.46614,	3.46614,	0.0870646,	0.000216634
8.24526,	262.917,	-347.605,	-3.46498,	3.46498,	0.0870646,	0.000216561
8.24546,	262.848,	-347.605,	-3.46382,	3.46382,	0.0870647,	0.000216489
8.24566,	262.778,	-347.606,	-3.46266,	3.46266,	0.0870648,	0.000216416
8.24586,	262.709,	-347.607,	-3.46128,	3.46128,	0.0870649,	0.00021633
8.24606,	262.639,	-347.607,	-3.46011,	3.46011,	0.0870649,	0.000216257
8.24626,	262.57,	-347.608,	-3.45894,	3.45894,	0.087065,	0.000216184
8.24646,	262.5,	-347.609,	-3.45777,	3.45777,	0.0870651,	0.000216111
8.24666,	262.431,	-347.609,	-3.4566,	3.4566,	0.0870652,	0.000216038
8.24686,	262.361,	-347.61,	-3.45543,	3.45543,	0.0870652,	0.000215964
8.24706,	262.291,	-347.611,	-3.45404,	3.45404,	0.0870653,	0.000215877
8.24726,	262.222,	-347.612,	-3.45286,	3.45286,	0.0870654,	0.000215804
8.24747,	262.152,	-347.612,	-3.45168,	3.45168,	0.0870655,	0.00021573
8.24767,	262.083,	-347.613,	-3.4505,	3.4505,	0.0870655,	0.000215656
8.24787,	262.013,	-347.614,	-3.44932,	3.44932,	0.0870656,	0.000215583
8.24807,	261.944,	-347.614,	-3.44814,	3.44814,	0.0870657,	0.000215509
8.24827,	261.874,	-347.615,	-3.44695,	3.44695,	0.0870658,	0.000215434
8.24847,	261.805,	-347.616,	-3.44576,	3.44576,	0.0870658,	0.00021536
8.24867,	261.735,	-347.617,	-3.44457,	3.44457,	0.0870659,	0.000215286
8.24887,	261.666,	-347.617,	-3.44338,	3.44338,	0.087066,	0.000215212
8.24907,	261.596,	-347.618,	-3.44219,	3.44219,	0.0870661,	0.000215137
8.24927,	261.527,	-347.619,	-3.441,	3.441,	0.0870662,	0.000215062
8.24947,	261.457,	-347.619,	-3.4398,	3.4398,	0.0870662,	0.000214988
8.24967,	261.388,	-347.62,	-3.4386,	3.4386,	0.0870663,	0.000214913
8.24987,	261.318,	-347.621,	-3.4374,	3.4374,	0.0870664,	0.000214838
8.25007,	261.249,	-347.621,	-3.4362,	3.4362,	0.0870665,	0.000214763
8.25027,	261.179,	-347.622,	-3.435,	3.435,	0.0870665,	0.000214687
8.25047,	261.11,	-347.623,	-3.43379,	3.43379,	0.0870666,	0.000214612
8.25067,	261.04,	-347.624,	-3.43259,	3.43259,	0.0870667,	0.000214537
8.25087,	260.971,	-347.624,	-3.43138,	3.43138,	0.0870668,	0.000214461
8.25107,	260.901,	-347.625,	-3.43039,	3.43039,	0.0870668,	0.000214399
8.25127,	260.832,	-347.626,	-3.42939,	3.42939,	0.0870669,	0.000214337
8.25147,	260.762,	-347.626,	-3.4284,	3.4284,	0.087067,	0.000214275
8.25167,	260.693,	-347.627,	-3.4274,	3.4274,	0.0870671,	0.000214212
8.25187,	260.623,	-347.628,	-3.4264,	3.4264,	0.0870671,	0.00021415
8.25207,	260.553,	-347.628,	-3.42518,	3.42518,	0.0870672,	0.000214074
8.25227,	260.484,	-347.629,	-3.42418,	3.42418,	0.0870673,	0.000214011
8.25247,	260.414,	-347.63,	-3.42317,	3.42317,	0.0870674,	0.000213948
8.25267,	260.345,	-347.63,	-3.42217,	3.42217,	0.0870674,	0.000213886
8.25287,	260.275,	-347.631,	-3.42116,	3.42116,	0.0870675,	0.000213823
8.25307,	260.206,	-347.632,	-3.42015,	3.42015,	0.0870676,	0.00021376
8.25327,	260.136,	-347.632,	-3.41914,	3.41914,	0.0870677,	0.000213697
8.25347,	260.067,	-347.633,	-3.41813,	3.41813,	0.0870678,	0.000213633
8.25367,	259.997,	-347.634,	-3.4169,	3.4169,	0.0870678,	0.000213556
8.25387,	259.928,	-347.634,	-3.41589,	3.41589,	0.0870679,	0.000213493
8.25407,	259.858,	-347.635,	-3.41487,	3.41487,	0.087068,	0.000213429
8.25427,	259.789,	-347.636,	-3.41385,	3.41385,	0.0870681,	0.000213366
8.25447,	259.719,	-347.636,	-3.41283,	3.41283,	0.0870681,	0.000213302
8.25467,	259.65,	-347.637,	-3.41181,	3.41181,	0.0870682,	0.000213238
8.25488,	259.58,	-347.638,	-3.41079,	3.41079,	0.0870683,	0.000213174
8.25508,	259.511,	-347.638,	-3.40976,	3.40976,	0.0870684,	0.00021311
8.25528,	259.441,	-347.639,	-3.40874,	3.40874,	0.0870684,	0.000213046
8.25548,	259.372,	-347.64,	-3.40771,	3.40771,	0.0870685,	0.000212982
8.25568,	259.302,	-347.64,	-3.40668,	3.40668,	0.0870686,	0.000212917
8.25588,	259.233,	-347.641,	-3.40565,	3.40565,	0.0870687,	0.000212853
8.25608,	259.163,	-347.642,	-3.40462,	3.40462,	0.0870688,	0.000212789
8.25628,	259.094,	-347.642,	-3.40358,	3.40358,	0.0870688,	0.000212724
8.25648,	259.024,	-347.643,	-3.40255,	3.40255,	0.0870689,	0.000212659
8.25668,	258.955,	-347.644,	-3.40151,	3.40151,	0.087069,	0.000212594
8.25688,	258.885,	-347.644,	-3.40047,	3.40047,	0.0870691,	0.000212529
8.25708,	258.816,	-347.645,	-3.39943,	3.39943,	0.0870691,	0.000212464
8.25728,	258.746,	-347.646,	-3.39861,	3.39861,	0.0870692,	0.000212413
8.25748,	258.676,	-347.646,	-3.39757,	3.39757,	0.0870693,	0.000212348
8.25768,	258.607,	-347.647,	-3.39652,	3.39652,	0.0870694,	0.000212283
8.25788,	258.537,	-347.648,	-3.39547,	3.39547,	0.0870695,	0.000212217
8.25808,	258.468,	-347.648,	-3.39442,	3.39442,	0.0870695,	0.000212152
8.25828,	258.398,	-347.649,	-3.39337,	3.39337,	0.0870696,	0.000212086
8.25848,	258.329,	-347.65,	-3.39232,	3.39232,	0.0870697,	0.00021202
8.25868,	258.259,	-347.65,	-3.39127,	3.39127,	0.0870698,	0.000211954
8.25888,	258.19,	-347.651,	-3.39021,	3.39021,	0.0870699,	0.000211888
8.25908,	258.12,	-347.652,	-3.38938,	3.38938,	0.0870699,	0.000211836
8.25928,	258.051,	-347.652,	-3.38832,	3.38832,	0.08707,	0.00021177
8.25948,	257.981,	-347.653,	-3.38726,	3.38726,	0.0870701,	0.000211704
8.25968,	257.912,	-347.654,	-3.3862,	3.3862,	0.0870702,	0.000211638
8.25988,	257.842,	-347.654,	-3.38514,	3.38514,	0.0870702,	0.000211571
8.26008,	257.773,	-347.655,	-3.38407,	3.38407,	0.0870703,	0.000211505
8.26028,	257.703,	-347.656,	-3.38323,	3.38323,	0.0870704,	0.000211452
8.26048,	257.634,	-347.656,	-3.38216,	3.38216,	0.0870705,	0.000211385
8.26068,	257.564,	-347.657,	-3.38109,	3.38109,	0.0870706,	0.000211318
8.26088,	257.495,	-347.658,	-3.38002,	3.38002,	0.0870706,	0.000211251
8.26108,	257.425,	-347.658,	-3.37917,	3.37917,	0.0870707,	0.000211198
8.26128,	257.356,	-347.659,	-3.3781,	3.3781,	0.0870708,	0.000211131
8.26148,	257.286,	-347.66,	-3.37702,	3.37702,	0.0870709,	0.000211064
8.26168,	257.217,	-347.66,	-3.37594,	3.37594,	0.0870709,	0.000210996
8.26188,	257.147,	-347.661,	-3.37509,	3.37509,	0.087071,	0.000210943
8.26208,	257.078,	-347.662,	-3.37401,	3.37401,	0.0870711,	0.000210875
8.26229,	257.008,	-347.662,	-3.37292,	3.37292,	0.0870712,	0.000210808
8.26249,	256.939,	-347.663,	-3.37206,	3.37206,	0.0870713,	0.000210754
8.26269,	256.869,	-347.664,	-3.37098,	3.37098,	0.0870713,	0.000210686
8.26289,	256.799,	-347.664,	-3.36989,	3.36989,	0.0870714,	0.000210618
8.26309,	256.73,	-347.665,	-3.36903,	3.36903,	0.0870715,	0.000210564
8.26329,	256.66,	-347.666,	-3.36794,	3.36794,	0.0870716,	0.000210496
8.26349,	256.591,	-347.667,	-3.36684,	3.36684,	0.0870716,	0.000210428
8.26369,	256.521,	-347.667,	-3.36597,	3.36597,	0.0870717,	0.000210373
8.26389,	256.452,	-347.668,	-3.36488,	3.36488,	0.0870718,	0.000210305
8.26409,	256.382,	-347.669,	-3.36389,	3.36389,	0.0870719,	0.000210243
8.26429,	256.313,	-347.669,	-3.36279,	3.36279,	0.087072,	0.000210175
8.26449,	256.243,	-347.67,	-3.36181,	3.36181,	0.0870721,	0.000210113
8.26469,	256.174,	-347.671,	-3.36082,	3.36082,	0.0870721,	0.000210051
8.26489,	256.104,	-347.671,	-3.35983,	3.35983,	0.0870722,	0.000209989
8.26509,	256.035,	-347.672,	-3.35861,	3.35861,	0.0870723,	0.000209913
8.26529,	255.965,	-347.673,	-3.3575,	3.3575,	0.0870724,	0.000209844
8.26549,	255.896,	-347.673,	-3.35628,	3.35628,	0.0870724,	0.000209767
8.26569,	255.826,	-347.674,	-3.35517,	3.35517,	0.0870725,	0.000209698
8.26589,	255.757,	-347.675,	-3.35405,	3.35405,	0.0870726,	0.000209628
8.26609,	255.687,	-347.675,	-3.35294,	3.35294,	0.0870727,	0.000209559
8.26629,	255.618,	-347.676,	-3.35182,	3.35182,	0.0870727,	0.000209489
8.26649,	255.548,	-347.677,	-3.35071,	3.35071,	0.0870728,	0.000209419
8.26669,	255.478,	-347.677,	-3.34959,	3.34959,	0.0870729,	0.000209349
8.26689,	255.409,	-347.678,	-3.34847,	3.34847,	0.087073,	0.000209279
8.26709,	255.339,	-347.679,	-3.34734,	3.34734,	0.087073,	0.000209209
8.26729,	255.27,	-347.679,	-3.34622,	3.34622,	0.0870731,	0.000209139
8.26749,	255.2,	-347.68,	-3.34509,	3.34509,	0.0870732,	0.000209068
8.26769,	255.131,	-347.681,	-3.34396,	3.34396,	0.0870733,	0.000208998
8.26789,	255.061,	-347.681,	-3.34283,	3.34283,	0.0870733,	0.000208927
8.26809,	254.992,	-347.682,	-3.3417,	3.3417,	0.0870734,	0.000208856
8.26829,	254.922,	-347.683,	-3.34057,	3.34057,	0.0870735,	0.000208786
8.26849,	254.853,	-347.683,	-3.33955,	3.33955,	0.0870735,	0.000208722
8.26869,	254.783,	-347.684,	-3.33841,	3.33841,	0.0870736,	0.000208651
8.26889,	254.714,	-347.685,	-3.33727,	3.33727,	0.0870737,	0.00020858
8.26909,	254.644,	-347.685,	-3.33613,	3.33613,	0.0870738,	0.000208508
8.26929,	254.575,	-347.686,	-3.33499,	3.33499,	0.0870738,	0.000208437
8.2695,	254.505,	-347.687,	-3.33396,	3.33396,	0.0870739,	0.000208373
8.2697,	254.435,	-347.687,	-3.33282,	3.33282,	0.087074,	0.000208301
8.2699,	254.366,	-347.688,	-3.33167,	3.33167,	0.0870741,	0.000208229
8.2701,	254.296,	-347.689,	-3.33052,	3.33052,	0.0870741,	0.000208157
8.2703,	254.227,	-347.689,	-3.32948,	3.32948,	0.0870742,	0.000208093
8.2705,	254.157,	-347.69,	-3.32833,	3.32833,	0.0870743,	0.000208021
8.2707,	254.088,	-347.691,	-3.32718,	3.32718,	0.0870744,	0.000207949
8.2709,	254.018,	-347.691,	-3.32614,	3.32614,	0.0870745,	0.000207883
8.2711,	253.949,	-347.692,	-3.32498,	3.32498,	0.0870745,	0.000207811
8.2713,	253.879,	-347.693,	-3.32382,	3.32382,	0.0870746,	0.000207739
8.2715,	253.81,	-347.693,	-3.32277,	3.32277,	0.0870747,	0.000207673
8.2717,	253.74,	-347.694,	-3.32161,	3.32161,	0.0870747,	0.000207601
8.2719,	253.671,	-347.695,	-3.32056,	3.32056,	0.0870748,	0.000207535
8.2721,	253.601,	-347.695,	-3.31939,	3.31939,	0.0870749,	0.000207462
8.2723,	253.531,	-347.696,	-3.31834,	3.31834,	0.087075,	0.000207396
8.2725,	253.462,	-347.697,	-3.31717,	3.31717,	0.0870751,	0.000207323
8.2727,	253.392,	-347.697,	-3.31611,	3.31611,	0.0870751,	0.000207257
8.2729,	253.323,	-347.698,	-3.31494,	3.31494,	0.0870752,	0.000207184
8.2731,	253.253,	-347.699,	-3.31388,	3.31388,	0.0870753,	0.000207118
8.2733,	253.184,	-347.699,	-3.3127,	3.3127,	0.0870754,	0.000207044
8.2735,	253.114,	-347.7,	-3.31164,	3.31164,	0.0870754,	0.000206978
8.2737,	253.045,	-347.701,	-3.31046,	3.31046,	0.0870755,	0.000206904
8.2739,	252.975,	-347.701,	-3.30939,	3.30939,	0.0870756,	0.000206837
8.2741,	252.906,	-347.702,	-3.30833,	3.30833,	0.0870757,	0.00020677
8.2743,	252.836,	-347.703,	-3.30714,	3.30714,	0.0870757,	0.000206696
8.2745,	252.767,	-347.703,	-3.30607,	3.30607,	0.0870758,	0.000206629
8.2747,	252.697,	-347.704,	-3.30499,	3.30499,	0.0870759,	0.000206562
8.2749,	252.628,	-347.705,	-3.3038,	3.3038,	0.087076,	0.000206488
8.2751,	252.558,	-347.705,	-3.30273,	3.30273,	0.087076,	0.00020642
8.2753,	252.488,	-347.706,	-3.30165,	3.30165,	0.0870761,	0.000206353
8.2755,	252.419,	-347.707,	-3.30057,	3.30057,	0.0870762,	0.000206285
8.2757,	252.349,	-347.707,	-3.29937,	3.29937,	0.0870763,	0.000206211
