Time	MissNT3	MissNT4	MissNT5	MissVM3	MissVM4	MissVM5
8.93381,	0.508297,	-1.00538,	0.861667,	-4.27665,	6.6222,	70.579
8.93401,	0.508218,	-1.00526,	0.861616,	-4.27602,	6.62152,	70.5708
8.93421,	0.508139,	-1.00513,	0.861566,	-4.27538,	6.62083,	70.5625
8.93441,	0.50806,	-1.00501,	0.861516,	-4.27474,	6.62014,	70.5543
8.93461,	0.507981,	-1.00489,	0.861466,	-4.27411,	6.61945,	70.546
8.93481,	0.507902,	-1.00477,	0.861416,	-4.27347,	6.61876,	70.5378
8.93501,	0.507823,	-1.00464,	0.861365,	-4.27283,	6.61807,	70.5295
8.93521,	0.507744,	-1.00452,	0.861315,	-4.2722,	6.61738,	70.5213
8.93541,	0.507665,	-1.0044,	0.861265,	-4.27156,	6.61669,	70.513
8.93561,	0.507586,	-1.00428,	0.861214,	-4.27092,	6.616,	70.5048
8.93581,	0.507507,	-1.00416,	0.861164,	-4.27029,	6.61532,	70.4965
8.93601,	0.507428,	-1.00403,	0.861114,	-4.26965,	6.61463,	70.4883
8.93621,	0.50735,	-1.00391,	0.861064,	-4.26901,	6.61394,	70.4801
8.93641,	0.507271,	-1.00379,	0.861013,	-4.26838,	6.61325,	70.4718
8.93661,	0.507192,	-1.00367,	0.860963,	-4.26774,	6.61256,	70.4636
8.93681,	0.507113,	-1.00354,	0.860913,	-4.26711,	6.61187,	70.4553
8.93701,	0.507034,	-1.00342,	0.860863,	-4.26647,	6.61118,	70.4471
8.93721,	0.506955,	-1.0033,	0.860812,	-4.26584,	6.6105,	70.4389
8.93741,	0.506877,	-1.00318,	0.860762,	-4.2652,	6.60981,	70.4306
8.93761,	0.506798,	-1.00306,	0.860712,	-4.26456,	6.60912,	70.4224
8.93781,	0.506719,	-1.00293,	0.860662,	-4.26393,	6.60843,	70.4142
8.93801,	0.50664,	-1.00281,	0.860611,	-4.26329,	6.60774,	70.4059
8.93821,	0.506561,	-1.00269,	0.860561,	-4.26266,	6.60706,	70.3977
8.93841,	0.506483,	-1.00257,	0.860511,	-4.26202,	6.60637,	70.3894
8.93861,	0.506404,	-1.00245,	0.86046,	-4.26139,	6.60568,	70.3812
8.93881,	0.506325,	-1.00232,	0.86041,	-4.26075,	6.60499,	70.373
8.93901,	0.506247,	-1.0022,	0.86036,	-4.26012,	6.6043,	70.3648
8.93921,	0.506168,	-1.00208,	0.86031,	-4.25948,	6.60362,	70.3565
8.93941,	0.506089,	-1.00196,	0.860259,	-4.25885,	6.60293,	70.3483
8.93961,	0.506011,	-1.00184,	0.860209,	-4.25821,	6.60224,	70.3401
8.93981,	0.505932,	-1.00171,	0.860159,	-4.25758,	6.60155,	70.3318
8.94001,	0.505853,	-1.00159,	0.860108,	-4.25695,	6.60086,	70.3236
8.94022,	0.505775,	-1.00147,	0.860058,	-4.25631,	6.60018,	70.3154
8.94042,	0.505696,	-1.00135,	0.860008,	-4.25568,	6.59949,	70.3072
8.94062,	0.505617,	-1.00123,	0.859957,	-4.25504,	6.5988,	70.2989
8.94082,	0.505539,	-1.0011,	0.859907,	-4.25441,	6.59811,	70.2907
8.94102,	0.50546,	-1.00098,	0.859857,	-4.25378,	6.59743,	70.2825
8.94122,	0.505382,	-1.00086,	0.859806,	-4.25314,	6.59674,	70.2743
8.94142,	0.505303,	-1.00074,	0.859756,	-4.25251,	6.59605,	70.2661
8.94162,	0.505224,	-1.00062,	0.859706,	-4.25187,	6.59537,	70.2578
8.94182,	0.505146,	-1.00049,	0.859655,	-4.25124,	6.59468,	70.2496
8.94202,	0.505067,	-1.00037,	0.859605,	-4.25061,	6.59399,	70.2414
8.94222,	0.504989,	-1.00025,	0.859555,	-4.24997,	6.5933,	70.2332
8.94242,	0.50491,	-1.00013,	0.859504,	-4.24934,	6.59262,	70.225
8.94262,	0.504832,	-1.00001,	0.859454,	-4.24871,	6.59193,	70.2168
8.94282,	0.504753,	-0.999886,	0.859404,	-4.24807,	6.59124,	70.2085
8.94302,	0.504675,	-0.999764,	0.859353,	-4.24744,	6.59055,	70.2003
8.94322,	0.504596,	-0.999642,	0.859303,	-4.24681,	6.58987,	70.1921
8.94342,	0.504518,	-0.999521,	0.859253,	-4.24618,	6.58918,	70.1839
8.94362,	0.504439,	-0.999399,	0.859202,	-4.24554,	6.5885,	70.1757
8.94382,	0.504361,	-0.999277,	0.859152,	-4.24491,	6.58781,	70.1675
8.94402,	0.504283,	-0.999156,	0.859102,	-4.24428,	6.58712,	70.1593
8.94422,	0.504204,	-0.999034,	0.859051,	-4.24364,	6.58643,	70.1511
8.94442,	0.504126,	-0.998912,	0.859001,	-4.24301,	6.58575,	70.1428
8.94462,	0.504048,	-0.998791,	0.85895,	-4.24238,	6.58506,	70.1346
8.94482,	0.503969,	-0.998669,	0.8589,	-4.24175,	6.58438,	70.1264
8.94502,	0.503891,	-0.998547,	0.85885,	-4.24112,	6.58369,	70.1182
8.94522,	0.503812,	-0.998426,	0.858799,	-4.24048,	6.583,	70.11
8.94542,	0.503734,	-0.998304,	0.858749,	-4.23985,	6.58232,	70.1018
8.94562,	0.503656,	-0.998182,	0.858699,	-4.23922,	6.58163,	70.0936
8.94582,	0.503577,	-0.998061,	0.858648,	-4.23859,	6.58094,	70.0854
8.94602,	0.503499,	-0.997939,	0.858598,	-4.23796,	6.58026,	70.0772
8.94622,	0.503421,	-0.997818,	0.858547,	-4.23732,	6.57957,	70.069
8.94642,	0.503343,	-0.997696,	0.858497,	-4.23669,	6.57889,	70.0608
8.94662,	0.503264,	-0.997575,	0.858447,	-4.23606,	6.5782,	70.0526
8.94682,	0.503186,	-0.997453,	0.858396,	-4.23543,	6.57751,	70.0444
8.94702,	0.503108,	-0.997332,	0.858346,	-4.2348,	6.57683,	70.0362
8.94722,	0.50303,	-0.99721,	0.858296,	-4.23417,	6.57614,	70.028
8.94742,	0.502951,	-0.997089,	0.858245,	-4.23354,	6.57546,	70.0198
8.94763,	0.502873,	-0.996967,	0.858195,	-4.2329,	6.57477,	70.0116
8.94783,	0.502795,	-0.996846,	0.858144,	-4.23227,	6.57408,	70.0034
8.94803,	0.502717,	-0.996724,	0.858094,	-4.23164,	6.5734,	69.9952
8.94823,	0.502639,	-0.996603,	0.858043,	-4.23101,	6.57271,	69.987
8.94843,	0.50256,	-0.996481,	0.857993,	-4.23038,	6.57203,	69.9789
8.94863,	0.502482,	-0.99636,	0.857943,	-4.22975,	6.57134,	69.9707
8.94883,	0.502404,	-0.996239,	0.857892,	-4.22912,	6.57066,	69.9625
8.94903,	0.502326,	-0.996117,	0.857842,	-4.22849,	6.56997,	69.9543
8.94923,	0.502248,	-0.995996,	0.857791,	-4.22786,	6.56929,	69.9461
8.94943,	0.50217,	-0.995874,	0.857741,	-4.22723,	6.5686,	69.9379
8.94963,	0.502092,	-0.995753,	0.85769,	-4.2266,	6.56791,	69.9297
8.94983,	0.502014,	-0.995632,	0.85764,	-4.22597,	6.56723,	69.9215
8.95003,	0.501936,	-0.99551,	0.85759,	-4.22534,	6.56654,	69.9133
8.95023,	0.501858,	-0.995389,	0.857539,	-4.22471,	6.56586,	69.9052
8.95043,	0.501779,	-0.995268,	0.857489,	-4.22408,	6.56517,	69.897
8.95063,	0.501701,	-0.995147,	0.857438,	-4.22345,	6.56449,	69.8888
8.95083,	0.501623,	-0.995025,	0.857388,	-4.22282,	6.5638,	69.8806
8.95103,	0.501545,	-0.994904,	0.857337,	-4.22219,	6.56312,	69.8724
8.95123,	0.501467,	-0.994783,	0.857287,	-4.22156,	6.56243,	69.8643
8.95143,	0.50139,	-0.994662,	0.857237,	-4.22093,	6.56175,	69.8561
8.95163,	0.501311,	-0.99454,	0.857186,	-4.2203,	6.56106,	69.8479
8.95183,	0.501234,	-0.994419,	0.857136,	-4.21967,	6.56038,	69.8397
8.95203,	0.501156,	-0.994298,	0.857085,	-4.21905,	6.5597,	69.8315
8.95223,	0.501078,	-0.994177,	0.857035,	-4.21842,	6.55901,	69.8234
8.95243,	0.501,	-0.994056,	0.856984,	-4.21779,	6.55833,	69.8152
8.95263,	0.500922,	-0.993935,	0.856934,	-4.21716,	6.55764,	69.807
8.95283,	0.500844,	-0.993813,	0.856883,	-4.21653,	6.55696,	69.7988
8.95303,	0.500766,	-0.993692,	0.856833,	-4.2159,	6.55627,	69.7907
8.95323,	0.500688,	-0.993571,	0.856782,	-4.21527,	6.55559,	69.7825
8.95343,	0.50061,	-0.99345,	0.856732,	-4.21464,	6.5549,	69.7743
8.95363,	0.500532,	-0.993329,	0.856681,	-4.21402,	6.55422,	69.7662
8.95383,	0.500455,	-0.993208,	0.856631,	-4.21339,	6.55353,	69.758
8.95403,	0.500377,	-0.993087,	0.85658,	-4.21276,	6.55285,	69.7498
8.95423,	0.500299,	-0.992966,	0.85653,	-4.21213,	6.55217,	69.7416
8.95443,	0.500221,	-0.992845,	0.856479,	-4.2115,	6.55148,	69.7335
8.95463,	0.500143,	-0.992724,	0.856429,	-4.21088,	6.5508,	69.7253
8.95483,	0.500066,	-0.992603,	0.856378,	-4.21025,	6.55011,	69.7171
8.95504,	0.499988,	-0.992482,	0.856328,	-4.20962,	6.54943,	69.709
8.95524,	0.49991,	-0.992361,	0.856277,	-4.20899,	6.54875,	69.7008
8.95544,	0.499832,	-0.99224,	0.856227,	-4.20836,	6.54806,	69.6927
8.95564,	0.499754,	-0.992119,	0.856176,	-4.20774,	6.54738,	69.6845
8.95584,	0.499677,	-0.991998,	0.856126,	-4.20711,	6.54669,	69.6763
8.95604,	0.499599,	-0.991877,	0.856075,	-4.20648,	6.54601,	69.6682
8.95624,	0.499521,	-0.991756,	0.856025,	-4.20585,	6.54533,	69.66
8.95644,	0.499444,	-0.991635,	0.855974,	-4.20523,	6.54464,	69.6519
8.95664,	0.499366,	-0.991514,	0.855924,	-4.2046,	6.54396,	69.6437
8.95684,	0.499288,	-0.991393,	0.855873,	-4.20397,	6.54328,	69.6355
8.95704,	0.499211,	-0.991272,	0.855823,	-4.20335,	6.54259,	69.6274
8.95724,	0.499133,	-0.991151,	0.855772,	-4.20272,	6.54191,	69.6192
8.95744,	0.499055,	-0.991031,	0.855722,	-4.20209,	6.54123,	69.6111
8.95764,	0.498978,	-0.99091,	0.855671,	-4.20147,	6.54054,	69.6029
8.95784,	0.4989,	-0.990789,	0.85562,	-4.20084,	6.53986,	69.5948
8.95804,	0.498822,	-0.990668,	0.85557,	-4.20021,	6.53918,	69.5866
8.95824,	0.498745,	-0.990547,	0.855519,	-4.19959,	6.53849,	69.5785
8.95844,	0.498667,	-0.990426,	0.855469,	-4.19896,	6.53781,	69.5703
8.95864,	0.49859,	-0.990306,	0.855418,	-4.19834,	6.53713,	69.5622
8.95884,	0.498512,	-0.990185,	0.855368,	-4.19771,	6.53644,	69.554
8.95904,	0.498435,	-0.990064,	0.855317,	-4.19708,	6.53576,	69.5459
8.95924,	0.498357,	-0.989943,	0.855267,	-4.19646,	6.53508,	69.5377
8.95944,	0.49828,	-0.989823,	0.855216,	-4.19583,	6.53439,	69.5296
8.95964,	0.498202,	-0.989702,	0.855166,	-4.19521,	6.53371,	69.5214
8.95984,	0.498125,	-0.989581,	0.855115,	-4.19458,	6.53303,	69.5133
8.96004,	0.498047,	-0.989461,	0.855065,	-4.19395,	6.53235,	69.5051
8.96024,	0.49797,	-0.98934,	0.855014,	-4.19333,	6.53166,	69.497
8.96044,	0.497892,	-0.989219,	0.854963,	-4.1927,	6.53098,	69.4889
8.96064,	0.497815,	-0.989099,	0.854913,	-4.19208,	6.5303,	69.4807
8.96084,	0.497737,	-0.988978,	0.854862,	-4.19145,	6.52962,	69.4726
8.96104,	0.49766,	-0.988857,	0.854812,	-4.19083,	6.52893,	69.4644
8.96124,	0.497582,	-0.988737,	0.854761,	-4.1902,	6.52825,	69.4563
8.96144,	0.497505,	-0.988616,	0.85471,	-4.18958,	6.52757,	69.4482
8.96164,	0.497428,	-0.988496,	0.85466,	-4.18895,	6.52689,	69.44
8.96184,	0.49735,	-0.988375,	0.854609,	-4.18833,	6.5262,	69.4319
8.96204,	0.497273,	-0.988255,	0.854559,	-4.1877,	6.52552,	69.4237
8.96224,	0.497196,	-0.988134,	0.854508,	-4.18708,	6.52484,	69.4156
8.96245,	0.497118,	-0.988013,	0.854458,	-4.18645,	6.52416,	69.4075
8.96265,	0.497041,	-0.987893,	0.854407,	-4.18583,	6.52347,	69.3993
8.96285,	0.496964,	-0.987772,	0.854356,	-4.18521,	6.52279,	69.3912
8.96305,	0.496886,	-0.987652,	0.854306,	-4.18458,	6.52211,	69.3831
8.96325,	0.496809,	-0.987531,	0.854255,	-4.18396,	6.52143,	69.3749
8.96345,	0.496732,	-0.987411,	0.854204,	-4.18333,	6.52075,	69.3668
8.96365,	0.496654,	-0.98729,	0.854154,	-4.18271,	6.52006,	69.3587
8.96385,	0.496577,	-0.98717,	0.854103,	-4.18209,	6.51938,	69.3506
8.96405,	0.4965,	-0.98705,	0.854053,	-4.18146,	6.5187,	69.3424
8.96425,	0.496423,	-0.986929,	0.854002,	-4.18084,	6.51802,	69.3343
8.96445,	0.496345,	-0.986809,	0.853951,	-4.18021,	6.51734,	69.3262
8.96465,	0.496268,	-0.986688,	0.853901,	-4.17959,	6.51666,	69.318
8.96485,	0.496191,	-0.986568,	0.85385,	-4.17897,	6.51597,	69.3099
8.96505,	0.496114,	-0.986448,	0.8538,	-4.17834,	6.51529,	69.3018
8.96525,	0.496037,	-0.986327,	0.853749,	-4.17772,	6.51461,	69.2937
8.96545,	0.495959,	-0.986207,	0.853698,	-4.1771,	6.51393,	69.2856
8.96565,	0.495882,	-0.986086,	0.853648,	-4.17647,	6.51325,	69.2774
8.96585,	0.495805,	-0.985966,	0.853597,	-4.17585,	6.51257,	69.2693
8.96605,	0.495728,	-0.985846,	0.853546,	-4.17523,	6.51189,	69.2612
8.96625,	0.495651,	-0.985726,	0.853496,	-4.17461,	6.5112,	69.2531
8.96645,	0.495574,	-0.985605,	0.853445,	-4.17398,	6.51052,	69.245
8.96665,	0.495497,	-0.985485,	0.853395,	-4.17336,	6.50984,	69.2368
8.96685,	0.495419,	-0.985365,	0.853344,	-4.17274,	6.50916,	69.2287
8.96705,	0.495342,	-0.985244,	0.853293,	-4.17212,	6.50848,	69.2206
8.96725,	0.495265,	-0.985124,	0.853243,	-4.17149,	6.5078,	69.2125
8.96745,	0.495188,	-0.985004,	0.853192,	-4.17087,	6.50712,	69.2044
8.96765,	0.495111,	-0.984884,	0.853141,	-4.17025,	6.50644,	69.1963
8.96785,	0.495034,	-0.984764,	0.853091,	-4.16963,	6.50576,	69.1882
8.96805,	0.494957,	-0.984643,	0.85304,	-4.169,	6.50508,	69.18
8.96825,	0.49488,	-0.984523,	0.852989,	-4.16838,	6.5044,	69.1719
8.96845,	0.494803,	-0.984403,	0.852939,	-4.16776,	6.50371,	69.1638
8.96865,	0.494726,	-0.984283,	0.852888,	-4.16714,	6.50303,	69.1557
8.96885,	0.494649,	-0.984163,	0.852837,	-4.16652,	6.50235,	69.1476
8.96905,	0.494572,	-0.984043,	0.852787,	-4.1659,	6.50167,	69.1395
8.96925,	0.494495,	-0.983923,	0.852736,	-4.16527,	6.50099,	69.1314
8.96945,	0.494418,	-0.983802,	0.852685,	-4.16465,	6.50031,	69.1233
8.96966,	0.494341,	-0.983682,	0.852635,	-4.16403,	6.49963,	69.1152
8.96986,	0.494264,	-0.983562,	0.852584,	-4.16341,	6.49895,	69.1071
8.97006,	0.494188,	-0.983442,	0.852533,	-4.16279,	6.49827,	69.099
8.97026,	0.494111,	-0.983322,	0.852482,	-4.16217,	6.49759,	69.0909
8.97046,	0.494034,	-0.983202,	0.852432,	-4.16155,	6.49691,	69.0828
8.97066,	0.493957,	-0.983082,	0.852381,	-4.16093,	6.49623,	69.0747
8.97086,	0.49388,	-0.982962,	0.85233,	-4.1603,	6.49555,	69.0666
8.97106,	0.493803,	-0.982842,	0.85228,	-4.15968,	6.49487,	69.0585
8.97126,	0.493726,	-0.982722,	0.852229,	-4.15906,	6.49419,	69.0504
8.97146,	0.493649,	-0.982602,	0.852178,	-4.15844,	6.49351,	69.0423
8.97166,	0.493573,	-0.982482,	0.852128,	-4.15782,	6.49283,	69.0342
8.97186,	0.493496,	-0.982362,	0.852077,	-4.1572,	6.49215,	69.0261
8.97206,	0.493419,	-0.982242,	0.852026,	-4.15658,	6.49147,	69.018
8.97226,	0.493342,	-0.982122,	0.851975,	-4.15596,	6.49079,	69.0099
8.97246,	0.493265,	-0.982003,	0.851925,	-4.15534,	6.49011,	69.0018
8.97266,	0.493189,	-0.981883,	0.851874,	-4.15472,	6.48943,	68.9937
8.97286,	0.493112,	-0.981763,	0.851823,	-4.1541,	6.48875,	68.9856
8.97306,	0.493035,	-0.981643,	0.851773,	-4.15348,	6.48807,	68.9775
8.97326,	0.492959,	-0.981523,	0.851722,	-4.15286,	6.48739,	68.9694
8.97346,	0.492882,	-0.981403,	0.851671,	-4.15224,	6.48671,	68.9613
8.97366,	0.492805,	-0.981283,	0.85162,	-4.15162,	6.48603,	68.9533
8.97386,	0.492728,	-0.981164,	0.85157,	-4.151,	6.48535,	68.9452
8.97406,	0.492652,	-0.981044,	0.851519,	-4.15038,	6.48467,	68.9371
8.97426,	0.492575,	-0.980924,	0.851468,	-4.14976,	6.484,	68.929
8.97446,	0.492498,	-0.980804,	0.851417,	-4.14914,	6.48332,	68.9209
8.97466,	0.492422,	-0.980684,	0.851367,	-4.14853,	6.48264,	68.9128
8.97486,	0.492345,	-0.980565,	0.851316,	-4.14791,	6.48196,	68.9047
8.97506,	0.492268,	-0.980445,	0.851265,	-4.14729,	6.48128,	68.8967
8.97526,	0.492192,	-0.980325,	0.851215,	-4.14667,	6.4806,	68.8886
8.97546,	0.492115,	-0.980206,	0.851164,	-4.14605,	6.47992,	68.8805
8.97566,	0.492039,	-0.980086,	0.851113,	-4.14543,	6.47924,	68.8724
8.97586,	0.491962,	-0.979966,	0.851062,	-4.14481,	6.47856,	68.8643
8.97606,	0.491885,	-0.979846,	0.851011,	-4.14419,	6.47788,	68.8563
8.97626,	0.491809,	-0.979727,	0.850961,	-4.14358,	6.47721,	68.8482
8.97646,	0.491732,	-0.979607,	0.85091,	-4.14296,	6.47653,	68.8401
8.97666,	0.491656,	-0.979487,	0.850859,	-4.14234,	6.47585,	68.832
8.97686,	0.491579,	-0.979368,	0.850808,	-4.14172,	6.47517,	68.824
8.97707,	0.491503,	-0.979248,	0.850758,	-4.1411,	6.47449,	68.8159
8.97727,	0.491426,	-0.979129,	0.850707,	-4.14048,	6.47381,	68.8078
8.97747,	0.49135,	-0.979009,	0.850656,	-4.13987,	6.47313,	68.7997
8.97767,	0.491273,	-0.978889,	0.850605,	-4.13925,	6.47246,	68.7917
8.97787,	0.491197,	-0.97877,	0.850554,	-4.13863,	6.47178,	68.7836
8.97807,	0.49112,	-0.97865,	0.850504,	-4.13801,	6.4711,	68.7755
8.97827,	0.491044,	-0.978531,	0.850453,	-4.13739,	6.47042,	68.7674
8.97847,	0.490968,	-0.978411,	0.850402,	-4.13678,	6.46974,	68.7594
8.97867,	0.490891,	-0.978292,	0.850351,	-4.13616,	6.46906,	68.7513
8.97887,	0.490815,	-0.978172,	0.850301,	-4.13554,	6.46839,	68.7432
8.97907,	0.490738,	-0.978053,	0.85025,	-4.13493,	6.46771,	68.7352
8.97927,	0.490662,	-0.977933,	0.850199,	-4.13431,	6.46703,	68.7271
8.97947,	0.490586,	-0.977814,	0.850148,	-4.13369,	6.46635,	68.719
8.97967,	0.490509,	-0.977694,	0.850097,	-4.13307,	6.46567,	68.711
8.97987,	0.490433,	-0.977575,	0.850047,	-4.13246,	6.465,	68.7029
8.98007,	0.490357,	-0.977455,	0.849996,	-4.13184,	6.46432,	68.6948
8.98027,	0.49028,	-0.977336,	0.849945,	-4.13122,	6.46364,	68.6868
8.98047,	0.490204,	-0.977217,	0.849894,	-4.13061,	6.46296,	68.6787
8.98067,	0.490128,	-0.977097,	0.849843,	-4.12999,	6.46228,	68.6707
8.98087,	0.490051,	-0.976978,	0.849793,	-4.12937,	6.46161,	68.6626
8.98107,	0.489975,	-0.976859,	0.849742,	-4.12876,	6.46093,	68.6546
8.98127,	0.489899,	-0.976739,	0.849691,	-4.12814,	6.46025,	68.6465
8.98147,	0.489823,	-0.97662,	0.84964,	-4.12753,	6.45957,	68.6384
8.98167,	0.489746,	-0.976501,	0.849589,	-4.12691,	6.4589,	68.6304
8.98187,	0.48967,	-0.976381,	0.849539,	-4.12629,	6.45822,	68.6223
8.98207,	0.489594,	-0.976262,	0.849488,	-4.12568,	6.45754,	68.6143
8.98227,	0.489518,	-0.976143,	0.849437,	-4.12506,	6.45687,	68.6062
8.98247,	0.489441,	-0.976023,	0.849386,	-4.12444,	6.45619,	68.5982
8.98267,	0.489365,	-0.975904,	0.849335,	-4.12383,	6.45551,	68.5901
8.98287,	0.489289,	-0.975785,	0.849284,	-4.12321,	6.45483,	68.5821
8.98307,	0.489213,	-0.975666,	0.849234,	-4.1226,	6.45416,	68.574
8.98327,	0.489137,	-0.975546,	0.849183,	-4.12198,	6.45348,	68.566
8.98347,	0.489061,	-0.975427,	0.849132,	-4.12137,	6.4528,	68.5579
8.98367,	0.488984,	-0.975308,	0.849081,	-4.12075,	6.45213,	68.5499
8.98387,	0.488908,	-0.975189,	0.84903,	-4.12014,	6.45145,	68.5418
8.98407,	0.488832,	-0.97507,	0.848979,	-4.11952,	6.45077,	68.5338
8.98427,	0.488756,	-0.97495,	0.848928,	-4.11891,	6.45009,	68.5257
8.98448,	0.48868,	-0.974831,	0.848877,	-4.11829,	6.44942,	68.5177
8.98468,	0.488604,	-0.974712,	0.848827,	-4.11768,	6.44874,	68.5096
8.98488,	0.488528,	-0.974593,	0.848776,	-4.11706,	6.44806,	68.5016
8.98508,	0.488452,	-0.974474,	0.848725,	-4.11645,	6.44739,	68.4936
8.98528,	0.488376,	-0.974355,	0.848674,	-4.11583,	6.44671,	68.4855
8.98548,	0.4883,	-0.974236,	0.848623,	-4.11522,	6.44603,	68.4775
8.98568,	0.488224,	-0.974117,	0.848572,	-4.1146,	6.44536,	68.4694
8.98588,	0.488148,	-0.973997,	0.848522,	-4.11399,	6.44468,	68.4614
8.98608,	0.488072,	-0.973878,	0.848471,	-4.11338,	6.44401,	68.4534
8.98628,	0.487996,	-0.973759,	0.84842,	-4.11276,	6.44333,	68.4453
8.98648,	0.48792,	-0.97364,	0.848369,	-4.11215,	6.44265,	68.4373
8.98668,	0.487844,	-0.973521,	0.848318,	-4.11153,	6.44198,	68.4292
8.98688,	0.487768,	-0.973402,	0.848267,	-4.11092,	6.4413,	68.4212
8.98708,	0.487692,	-0.973283,	0.848216,	-4.11031,	6.44062,	68.4132
8.98728,	0.487616,	-0.973164,	0.848165,	-4.10969,	6.43995,	68.4051
8.98748,	0.48754,	-0.973045,	0.848114,	-4.10908,	6.43927,	68.3971
8.98768,	0.487464,	-0.972926,	0.848064,	-4.10846,	6.4386,	68.3891
8.98788,	0.487388,	-0.972807,	0.848013,	-4.10785,	6.43792,	68.3811
8.98808,	0.487312,	-0.972688,	0.847962,	-4.10724,	6.43724,	68.373
8.98828,	0.487236,	-0.97257,	0.847911,	-4.10663,	6.43657,	68.365
8.98848,	0.487161,	-0.972451,	0.84786,	-4.10601,	6.43589,	68.357
8.98868,	0.487085,	-0.972332,	0.847809,	-4.1054,	6.43522,	68.3489
8.98888,	0.487009,	-0.972213,	0.847758,	-4.10478,	6.43454,	68.3409
8.98908,	0.486933,	-0.972094,	0.847707,	-4.10417,	6.43387,	68.3329
8.98928,	0.486857,	-0.971975,	0.847656,	-4.10356,	6.43319,	68.3249
8.98948,	0.486781,	-0.971856,	0.847605,	-4.10295,	6.43251,	68.3168
8.98968,	0.486706,	-0.971738,	0.847554,	-4.10233,	6.43184,	68.3088
8.98988,	0.48663,	-0.971619,	0.847504,	-4.10172,	6.43116,	68.3008
8.99008,	0.486554,	-0.9715,	0.847453,	-4.10111,	6.43049,	68.2928
8.99028,	0.486478,	-0.971381,	0.847402,	-4.1005,	6.42981,	68.2847
8.99048,	0.486403,	-0.971262,	0.847351,	-4.09988,	6.42914,	68.2767
8.99068,	0.486327,	-0.971144,	0.8473,	-4.09927,	6.42846,	68.2687
8.99088,	0.486251,	-0.971025,	0.847249,	-4.09866,	6.42779,	68.2607
8.99108,	0.486175,	-0.970906,	0.847198,	-4.09805,	6.42711,	68.2527
8.99128,	0.4861,	-0.970787,	0.847147,	-4.09744,	6.42644,	68.2447
8.99148,	0.486024,	-0.970669,	0.847096,	-4.09682,	6.42576,	68.2366
8.99168,	0.485948,	-0.97055,	0.847045,	-4.09621,	6.42509,	68.2286
8.99189,	0.485873,	-0.970431,	0.846994,	-4.0956,	6.42441,	68.2206
8.99209,	0.485797,	-0.970313,	0.846943,	-4.09499,	6.42374,	68.2126
8.99229,	0.485721,	-0.970194,	0.846892,	-4.09438,	6.42306,	68.2046
8.99249,	0.485646,	-0.970075,	0.846841,	-4.09377,	6.42239,	68.1966
8.99269,	0.48557,	-0.969957,	0.84679,	-4.09315,	6.42171,	68.1886
8.99289,	0.485495,	-0.969838,	0.846739,	-4.09254,	6.42104,	68.1805
8.99309,	0.485419,	-0.969719,	0.846689,	-4.09193,	6.42036,	68.1725
8.99329,	0.485343,	-0.969601,	0.846638,	-4.09132,	6.41969,	68.1645
8.99349,	0.485268,	-0.969482,	0.846587,	-4.09071,	6.41901,	68.1565
8.99369,	0.485192,	-0.969364,	0.846536,	-4.0901,	6.41834,	68.1485
8.99389,	0.485117,	-0.969245,	0.846485,	-4.08949,	6.41767,	68.1405
8.99409,	0.485041,	-0.969126,	0.846434,	-4.08888,	6.41699,	68.1325
8.99429,	0.484966,	-0.969008,	0.846383,	-4.08827,	6.41632,	68.1245
8.99449,	0.48489,	-0.968889,	0.846332,	-4.08766,	6.41564,	68.1165
8.99469,	0.484815,	-0.968771,	0.846281,	-4.08704,	6.41497,	68.1085
8.99489,	0.484739,	-0.968652,	0.84623,	-4.08643,	6.41429,	68.1005
8.99509,	0.484664,	-0.968534,	0.846179,	-4.08582,	6.41362,	68.0925
8.99529,	0.484588,	-0.968415,	0.846128,	-4.08521,	6.41294,	68.0845
8.99549,	0.484513,	-0.968297,	0.846077,	-4.0846,	6.41227,	68.0765
8.99569,	0.484437,	-0.968179,	0.846026,	-4.08399,	6.4116,	68.0685
8.99589,	0.484362,	-0.96806,	0.845975,	-4.08338,	6.41092,	68.0605
8.99609,	0.484286,	-0.967942,	0.845924,	-4.08277,	6.41025,	68.0525
8.99629,	0.484211,	-0.967823,	0.845873,	-4.08216,	6.40958,	68.0445
8.99649,	0.484135,	-0.967705,	0.845822,	-4.08155,	6.4089,	68.0365
8.99669,	0.48406,	-0.967586,	0.845771,	-4.08094,	6.40823,	68.0285
8.99689,	0.483985,	-0.967468,	0.84572,	-4.08033,	6.40755,	68.0205
8.99709,	0.483909,	-0.96735,	0.845669,	-4.07973,	6.40688,	68.0125
8.99729,	0.483834,	-0.967231,	0.845618,	-4.07911,	6.40621,	68.0045
8.99749,	0.483759,	-0.967113,	0.845567,	-4.07851,	6.40553,	67.9965
8.99769,	0.483683,	-0.966995,	0.845516,	-4.0779,	6.40486,	67.9885
8.99789,	0.483608,	-0.966876,	0.845465,	-4.07729,	6.40419,	67.9805
8.99809,	0.483533,	-0.966758,	0.845414,	-4.07668,	6.40351,	67.9726
8.99829,	0.483457,	-0.96664,	0.845363,	-4.07607,	6.40284,	67.9646
8.99849,	0.483382,	-0.966521,	0.845312,	-4.07546,	6.40217,	67.9566
8.99869,	0.483307,	-0.966403,	0.845261,	-4.07485,	6.40149,	67.9486
